Timestamp,Pressure (kPa),Voltage (V),Vehicle State,Fault Type
20:19.8,68.69629624,3.059657324,Engine OFF,Normal
33:52.1,117.638856,4.152808325,Engine OFF,Power Supply Issue
18:27.2,80.84186474,4.322362713,Wide Open Throttle,Normal
24:13.5,19.069213,0.892602054,Throttle Release,Wiring Issue
14:57.0,118.1403777,4.077233546,Engine OFF,Normal
59:05.4,12.36036067,0.330905344,Throttle Release,Sensor Fault
02:48.9,76.65678554,5,Acceleration,Power Supply Issue
05:47.5,86.55862775,0.14442265,Wide Open Throttle,Wiring Issue
58:57.2,8.973524162,0,Throttle Release,Wiring Issue
55:49.5,60.64394665,5,Acceleration,Power Supply Issue
00:11.3,18.02305067,0.003182947,Throttle Release,Sensor Fault
43:35.9,108.5908238,3.570929323,Wide Open Throttle,Normal
16:21.2,37.63020615,5,Acceleration,Power Supply Issue
18:21.9,54.1235339,3.156553303,Acceleration,Normal
24:40.1,113.0745394,0,Engine OFF,Normal
31:17.4,38.74934397,1.722522739,Idle,Normal
44:29.9,17.54522782,1.003831708,Throttle Release,Wiring Issue
59:51.2,16.630197,1.3917625,Throttle Release,Wiring Issue
29:30.3,113.1477724,4.362428756,Engine OFF,Wiring Issue
02:38.3,63.40390507,5,Engine OFF,Power Supply Issue
34:51.6,78.55425285,1.409731267,Acceleration,Normal
00:33.5,27.88859394,0.464552268,Throttle Release,Sensor Fault
50:54.6,36.81016507,1.693900418,Idle,Normal
46:16.5,106.3771711,3.715412077,Engine OFF,Normal
27:36.7,39.13117409,2.688261799,Idle,Normal
45:32.9,16.35945918,0,Throttle Release,Normal
28:00.5,100.4988754,2.735704416,Engine OFF,Normal
32:27.7,35.30364947,1.480055917,Idle,Normal
26:11.6,109.6748988,3.630949562,Engine OFF,Normal
25:11.4,72.80602132,3.248147131,Acceleration,Normal
42:22.8,20.06567366,1.693521657,Throttle Release,Normal
38:36.1,107.0225044,4.145008813,Engine OFF,Normal
57:17.3,15.3443229,0.152528163,Throttle Release,Wiring Issue
32:35.2,77.01872225,2.846549547,Engine OFF,Normal
53:36.1,24.27131009,1.219841053,Idle,Normal
46:49.3,34.03920493,1.28772654,Acceleration,Normal
50:45.3,12.72319793,0.051726686,Throttle Release,Wiring Issue
04:58.1,8.765597839,0.566800766,Throttle Release,Sensor Fault
04:59.4,50.37102299,5,Engine OFF,Power Supply Issue
02:27.4,57.62646683,5,Engine OFF,Power Supply Issue
36:50.5,117.1060752,4.081721393,Engine OFF,Sensor Fault
37:50.6,54.49630379,2.26850912,Engine OFF,Normal
36:33.0,14.55837722,1.704760616,Throttle Release,Wiring Issue
05:43.4,19.7995802,0.42504546,Throttle Release,Sensor Fault
05:22.6,62.27089201,0,Throttle Release,Wiring Issue
36:14.0,98.88013115,5,Acceleration,Power Supply Issue
30:02.9,27.44846021,3.38555289,Idle,Normal
54:20.3,77.83310444,0,Idle,Wiring Issue
42:36.0,52.93644674,1.656387617,Acceleration,Normal
27:48.1,30.4936402,3.721841412,Wide Open Throttle,Normal
02:23.7,32.44454362,5,Idle,Power Supply Issue
58:20.9,72.05293759,5,Engine OFF,Power Supply Issue
02:04.4,75.78578071,5,Acceleration,Power Supply Issue
31:46.9,8.905152384,0.255256187,Throttle Release,Wiring Issue
22:29.9,39.20785109,5,Acceleration,Power Supply Issue
41:29.6,52.95443136,3.798709613,Acceleration,Normal
59:30.7,101.6004318,5,Engine OFF,Power Supply Issue
00:37.1,66.93959662,0.446763733,Acceleration,Wiring Issue
41:19.2,41.47507844,3.330143058,Acceleration,Normal
47:10.8,103.4600442,2.465761433,Wide Open Throttle,Normal
39:14.4,20.28589032,3.10877523,Throttle Release,Normal
18:40.6,99.11049448,3.999964789,Engine OFF,Normal
37:02.9,42.95456404,3.217792756,Acceleration,Normal
00:29.4,103.6598479,5,Wide Open Throttle,Power Supply Issue
58:03.3,101.9286089,4.913842328,Wide Open Throttle,Power Supply Issue
19:16.1,81.86864043,3.778124582,Acceleration,Normal
37:27.5,119.0413132,4.234406104,Engine OFF,Power Supply Issue
23:48.1,38.19100233,3.711527604,Wide Open Throttle,Normal
57:21.3,115.4244056,0,Engine OFF,Wiring Issue
39:04.0,16.74768326,1.428226357,Idle,Normal
44:27.3,21.22843877,0.92755378,Throttle Release,Normal
40:01.5,42.20033749,2.960177649,Acceleration,Normal
46:22.9,14.91469606,1.181917421,Throttle Release,Normal
16:11.8,107.421201,2.532834008,Wide Open Throttle,Normal
00:19.4,79.98215862,5,Engine OFF,Power Supply Issue
39:21.2,9.729580405,1.425959266,Throttle Release,Power Supply Issue
14:53.2,14.65138449,0.908811896,Throttle Release,Wiring Issue
28:31.4,28.18435841,1.749607262,Idle,Normal
15:19.8,29.96215677,1.442243469,Idle,Normal
32:15.6,90.37124582,3.525877423,Wide Open Throttle,Normal
41:13.4,72.03859235,4.098874079,Wide Open Throttle,Normal
03:32.0,16.25261645,0.252143773,Throttle Release,Sensor Fault
00:08.1,17.00806196,0.184578798,Throttle Release,Sensor Fault
29:49.7,88.9994051,1.372178732,Idle,Normal
21:41.5,114.1852919,3.938415006,Engine OFF,Sensor Fault
20:29.7,25.25627231,2.812753003,Acceleration,Normal
19:57.2,77.85560782,1.360998864,Acceleration,Normal
25:38.8,53.28427604,1.991814257,Idle,Normal
58:05.9,100.5091996,5,Wide Open Throttle,Power Supply Issue
47:06.1,34.14131889,1.874132009,Idle,Normal
59:35.2,53.06706501,0.202926327,Wide Open Throttle,Wiring Issue
29:58.6,7.020064934,1.798786633,Idle,Normal
18:09.4,77.27072431,2.31755136,Idle,Normal
17:03.3,119.0413132,4.435305418,Engine OFF,Power Supply Issue
01:47.9,101.0248263,4.908087796,Engine OFF,Power Supply Issue
37:34.6,50.71061784,1.404213593,Idle,Normal
43:10.2,64.89121217,3.876496115,Wide Open Throttle,Normal
32:14.6,15.45515918,1.068706934,Throttle Release,Normal
28:08.1,113.0639132,3.797768332,Engine OFF,Normal
13:02.4,119.0413132,4.16200982,Engine OFF,Normal
55:23.1,107.629858,5,Wide Open Throttle,Power Supply Issue
00:18.1,109.7801272,5,Wide Open Throttle,Power Supply Issue
33:56.1,21.13034717,2.146239719,Idle,Normal
16:31.4,63.03339842,1.664273623,Acceleration,Normal
28:12.3,93.54214359,4.730761512,Wide Open Throttle,Normal
34:35.1,87.57674887,4.534782067,Wide Open Throttle,Normal
40:29.0,12.58599734,2.689589204,Throttle Release,Normal
17:52.2,29.75306325,1.151313546,Idle,Normal
16:08.5,11.40756359,0.831236153,Idle,Normal
44:01.7,13.8115545,1.407515811,Throttle Release,Wiring Issue
57:48.1,105.6894214,4.847643154,Engine OFF,Sensor Fault
03:09.0,21.23323224,1.23367507,Engine OFF,Sensor Fault
00:41.5,98.93392246,4.979482321,Acceleration,Power Supply Issue
46:35.3,81.22582862,2.996594298,Engine OFF,Normal
20:37.6,23.50821949,2.672962158,Acceleration,Normal
37:12.2,68.22614475,2.132725939,Acceleration,Normal
00:03.2,15.45129052,0.247210927,Engine OFF,Sensor Fault
33:17.5,37.73596097,2.097026673,Idle,Normal
34:00.3,44.0074596,2.527413363,Idle,Normal
36:51.6,111.3259901,2.861110918,Throttle Release,Normal
31:37.0,19.05643293,1.780359744,Throttle Release,Power Supply Issue
02:32.6,16.36722788,1.102300091,Throttle Release,Sensor Fault
28:16.6,38.0205015,2.526520892,Acceleration,Normal
32:16.9,115.7093217,4.237414779,Engine OFF,Power Supply Issue
02:15.5,74.27463755,0.411865106,Wide Open Throttle,Wiring Issue
04:09.1,18.42394043,1.405239812,Throttle Release,Sensor Fault
40:36.2,91.4422093,4.570843649,Wide Open Throttle,Normal
14:37.7,60.64746856,1.485126909,Acceleration,Normal
29:40.7,115.0413613,4.143288242,Engine OFF,Normal
44:03.6,9.220154249,0.280060259,Throttle Release,Wiring Issue
18:40.6,110.7158658,3.6348602,Engine OFF,Power Supply Issue
02:29.6,20.08751273,4.282407507,Engine OFF,Sensor Fault
28:20.5,29.69291988,3.768246143,Acceleration,Normal
01:09.8,55.37962973,0.388953318,Acceleration,Wiring Issue
16:23.5,82.98608779,3.302836863,Wide Open Throttle,Normal
24:19.4,110.5110016,3.976804079,Engine OFF,Power Supply Issue
45:18.0,14.9398247,0,Throttle Release,Wiring Issue
05:00.8,67.60546763,0.192483964,Acceleration,Wiring Issue
02:11.5,42.48086052,4.849686079,Acceleration,Power Supply Issue
56:38.2,44.80327857,5,Idle,Power Supply Issue
27:59.0,106.880232,3.874985283,Idle,Normal
17:26.3,115.5139834,0,Engine OFF,Normal
01:12.6,89.64740536,5,Wide Open Throttle,Power Supply Issue
32:30.1,11.02408848,4.093983129,Idle,Normal
01:05.8,90.90197165,0,Idle,Wiring Issue
00:32.6,76.02854501,0,Acceleration,Wiring Issue
26:07.7,107.3129732,3.927837465,Engine OFF,Normal
34:52.6,103.0833969,4.228067001,Engine OFF,Normal
40:06.5,119.0413132,4.129757562,Engine OFF,Normal
19:45.8,72.09880907,3.840142139,Wide Open Throttle,Normal
01:45.5,92.8515769,0.318924896,Acceleration,Wiring Issue
57:19.7,34.53682643,5,Acceleration,Power Supply Issue
03:47.9,12.0694186,4.90648855,Engine OFF,Sensor Fault
19:30.0,12.63884462,2.737823115,Idle,Normal
33:51.2,74.39575203,2.528347141,Acceleration,Normal
13:52.1,108.1020808,4.742396598,Engine OFF,Normal
24:42.2,61.70102541,2.453087224,Acceleration,Normal
00:15.8,22.99449774,0.429239378,Throttle Release,Sensor Fault
01:21.4,58.00815726,0,Wide Open Throttle,Wiring Issue
16:50.3,95.42007857,3.354371673,Wide Open Throttle,Normal
14:01.0,113.3663179,2.960794862,Throttle Release,Normal
00:19.7,26.95181235,0.052426317,Throttle Release,Sensor Fault
04:06.3,20.99133608,0.545612959,Throttle Release,Sensor Fault
17:02.4,20.69575693,0.859941563,Idle,Normal
12:23.1,78.65222764,1.124536964,Acceleration,Normal
20:56.6,118.5791137,3.856910929,Engine OFF,Normal
25:26.0,46.4070864,3.186349109,Acceleration,Normal
03:16.4,13.74851019,0.669910591,Throttle Release,Sensor Fault
20:23.4,49.87543882,2.78130707,Acceleration,Normal
54:17.3,80.90131205,4.290450786,Wide Open Throttle,Normal
38:38.9,118.2172008,4.537755991,Engine OFF,Power Supply Issue
37:41.3,72.21099411,2.848614922,Wide Open Throttle,Normal
19:20.6,78.10896931,1.870056643,Acceleration,Normal
55:09.2,113.5508807,1.607252126,Engine OFF,Normal
16:37.7,109.9331492,4.370456252,Acceleration,Normal
21:06.9,85.10322584,2.996542724,Acceleration,Normal
19:18.8,81.27599983,4.310312411,Engine OFF,Normal
37:01.4,29.08197778,1.720287115,Idle,Normal
56:00.2,51.04583968,0.124639137,Acceleration,Wiring Issue
31:41.1,14.32669206,1.787395882,Throttle Release,Normal
54:55.3,19.4150892,0,Throttle Release,Wiring Issue
14:55.1,105.3243444,2.574233295,Engine OFF,Normal
27:56.8,55.85101362,1.44722958,Acceleration,Normal
32:43.8,32.86153377,1.637335382,Idle,Normal
43:53.1,119.0413132,3.469647826,Wide Open Throttle,Normal
27:17.0,79.81710987,3.969044814,Acceleration,Normal
03:41.6,83.4940667,0,Acceleration,Wiring Issue
45:29.8,9.440245473,0.644354105,Throttle Release,Normal
39:22.3,37.92400122,0.623487579,Idle,Normal
05:44.2,95.55707025,5,Wide Open Throttle,Power Supply Issue
17:25.3,116.9727863,1.07827699,Engine OFF,Normal
01:04.6,62.95122305,0,Acceleration,Wiring Issue
39:26.4,113.0379954,4.132770976,Wide Open Throttle,Normal
18:14.9,32.09411009,1.94032305,Wide Open Throttle,Normal
01:58.0,74.79596572,0.103672805,Acceleration,Wiring Issue
45:52.5,74.19139693,2.005176808,Acceleration,Normal
00:18.4,55.58001024,0,Acceleration,Wiring Issue
29:11.6,111.353397,4.480913802,Engine OFF,Power Supply Issue
04:31.0,62.86034554,5,Acceleration,Power Supply Issue
43:35.3,17.1557541,0.933228555,Throttle Release,Normal
13:27.0,31.17679733,0.803008404,Idle,Normal
13:40.4,105.8846966,3.753528948,Wide Open Throttle,Normal
20:28.1,103.1417288,1.475682046,Idle,Normal
26:01.0,24.41514561,4.267096023,Idle,Normal
54:34.6,83.62591286,0.069699387,Wide Open Throttle,Wiring Issue
19:47.5,23.69535576,1.108673166,Throttle Release,Normal
39:14.4,115.4821477,4.012787075,Engine OFF,Power Supply Issue
03:41.4,17.74685779,4.921773527,Throttle Release,Sensor Fault
06:11.1,18.80372058,4.552344435,Engine OFF,Sensor Fault
51:11.0,63.23629719,4.092332097,Wide Open Throttle,Normal
53:16.5,107.6237049,4.1257532,Engine OFF,Power Supply Issue
53:03.3,76.1445928,3.262091332,Acceleration,Power Supply Issue
41:21.5,85.9512898,3.533603905,Wide Open Throttle,Normal
00:44.8,56.87788446,5,Throttle Release,Power Supply Issue
01:36.1,79.32997793,2.462068211,Acceleration,Wiring Issue
38:41.3,95.67788053,3.428980818,Wide Open Throttle,Normal
52:27.0,108.8915134,4.171313649,Wide Open Throttle,Normal
00:07.9,17.96523751,0.212246947,Throttle Release,Sensor Fault
13:36.3,105.3246558,3.112360129,Acceleration,Normal
19:49.1,109.0490598,4.114772114,Engine OFF,Power Supply Issue
59:56.4,90.31123382,0.074505667,Acceleration,Wiring Issue
15:25.9,111.1024259,4.134328209,Engine OFF,Normal
33:55.6,98.49322399,4.326003009,Wide Open Throttle,Normal
01:41.3,25.20621324,4.588100521,Throttle Release,Sensor Fault
51:46.2,74.34941734,0.946353786,Idle,Normal
00:16.9,78.37062149,5,Acceleration,Power Supply Issue
46:01.4,116.9836381,3.940034061,Engine OFF,Power Supply Issue
33:17.7,21.10302237,0.782180409,Throttle Release,Sensor Fault
12:23.1,68.08685163,1.661681972,Wide Open Throttle,Normal
59:19.1,61.29397599,0.201041959,Throttle Release,Sensor Fault
17:56.1,20.67130578,1.01621503,Idle,Normal
02:53.7,90.540669,0.160687985,Acceleration,Wiring Issue
25:05.2,95.98904339,1.729578728,Acceleration,Normal
05:11.4,75.16659502,5,Acceleration,Power Supply Issue
34:23.2,45.81516505,3.133757902,Acceleration,Wiring Issue
38:41.3,17.26087338,1.67980647,Throttle Release,Normal
36:57.9,34.0168385,1.503900744,Idle,Normal
58:06.8,14.70404087,0.86654619,Throttle Release,Normal
40:08.8,86.47800283,2.849132459,Wide Open Throttle,Normal
24:51.7,44.53007834,1.066391705,Acceleration,Normal
06:11.1,17.23971788,0.600254093,Throttle Release,Sensor Fault
26:44.0,53.90360564,2.903177253,Acceleration,Normal
57:24.8,66.25871323,5,Wide Open Throttle,Power Supply Issue
34:24.3,101.5698272,1.509445395,Idle,Normal
16:29.1,82.8708878,4.689956905,Wide Open Throttle,Normal
00:06.7,63.85055434,0.031497947,Acceleration,Wiring Issue
46:10.4,80.66410499,4.049924798,Wide Open Throttle,Normal
18:22.5,75.50138736,3.542526543,Acceleration,Normal
55:44.8,63.6627858,0.018123843,Acceleration,Wiring Issue
42:25.5,111.0183003,3.896750409,Engine OFF,Normal
00:05.4,21.33885349,0.497623331,Throttle Release,Sensor Fault
41:43.5,113.6310945,4.09099753,Engine OFF,Normal
00:46.3,22.46873449,2.077054375,Throttle Release,Wiring Issue
47:56.2,119.0413132,3.737769964,Engine OFF,Sensor Fault
24:18.5,16.11032681,3.494793993,Throttle Release,Normal
00:32.8,80.06205677,0,Wide Open Throttle,Wiring Issue
26:30.3,43.30557272,1.413409849,Idle,Normal
32:51.7,77.56939933,3.153956315,Wide Open Throttle,Normal
14:50.7,97.7634028,4.142153282,Engine OFF,Power Supply Issue
02:46.3,11.75426883,0,Throttle Release,Sensor Fault
03:19.8,82.36421193,0.16430262,Throttle Release,Wiring Issue
24:02.1,118.7535716,4.07431454,Engine OFF,Power Supply Issue
42:12.8,50.26645647,2.218240082,Acceleration,Normal
57:51.1,23.66133239,4.404978812,Engine OFF,Sensor Fault
13:13.3,21.67533645,2.08691238,Acceleration,Normal
01:59.2,80.42243398,5,Acceleration,Power Supply Issue
00:16.4,74.65502242,0,Acceleration,Wiring Issue
53:16.8,37.6135319,0.974649889,Idle,Normal
58:17.1,93.77415974,0.158810824,Wide Open Throttle,Wiring Issue
00:07.5,12.37286265,0.227157099,Throttle Release,Wiring Issue
30:30.7,91.12954657,4.61280077,Engine OFF,Normal
26:24.1,95.28556411,3.617159976,Wide Open Throttle,Normal
34:36.5,34.80710432,1.607672838,Idle,Normal
00:50.2,84.60694677,0.25836905,Wide Open Throttle,Wiring Issue
02:32.3,59.64754534,5,Idle,Power Supply Issue
38:30.3,100.2574204,3.224071941,Wide Open Throttle,Normal
15:56.6,34.39862932,3.307275369,Engine OFF,Normal
02:42.6,84.84181947,0.022159633,Wide Open Throttle,Wiring Issue
27:53.6,15.06139889,0.217273553,Throttle Release,Normal
34:35.2,21.77223591,2.592514944,Throttle Release,Normal
03:00.5,113.6610132,5,Engine OFF,Power Supply Issue
56:37.2,110.9962056,3.730407793,Engine OFF,Normal
00:18.8,19.0258967,0.678220517,Throttle Release,Sensor Fault
00:06.4,96.63834005,4.115534709,Engine OFF,Wiring Issue
59:55.2,104.8706615,4.794413486,Acceleration,Power Supply Issue
56:25.0,84.87247765,5,Acceleration,Power Supply Issue
28:00.8,116.9597146,4.26326717,Engine OFF,Normal
31:20.3,119.0413132,4.111992452,Engine OFF,Normal
15:57.4,76.5645389,3.312061652,Wide Open Throttle,Normal
58:40.0,89.59178505,0,Acceleration,Wiring Issue
46:24.7,108.6176861,4.307972255,Engine OFF,Normal
19:06.2,52.85383474,3.629749027,Engine OFF,Normal
21:58.0,57.66235729,1.271642145,Idle,Normal
54:47.3,17.91255017,3.654083346,Idle,Normal
26:38.7,67.8792247,4.26037383,Throttle Release,Normal
58:01.8,66.4207073,0.149943839,Wide Open Throttle,Wiring Issue
03:49.3,8.615740921,0.221084588,Throttle Release,Sensor Fault
05:07.0,21.06498169,5,Engine OFF,Sensor Fault
26:34.7,57.09032929,3.315482654,Acceleration,Normal
01:26.1,10.04231817,0.48620416,Throttle Release,Sensor Fault
49:15.9,97.81406439,3.272583154,Wide Open Throttle,Normal
18:10.1,114.671236,4.108514053,Engine OFF,Normal
49:30.9,70.99037215,4.005592189,Acceleration,Normal
13:27.8,23.93705093,3.817791137,Idle,Normal
56:56.8,43.13231312,0.49631324,Idle,Wiring Issue
56:30.7,78.1982636,5,Wide Open Throttle,Power Supply Issue
44:34.5,26.10495037,2.934626841,Acceleration,Normal
43:06.9,81.70873082,4.261581668,Wide Open Throttle,Wiring Issue
38:18.7,6.947075533,0.981074827,Throttle Release,Normal
35:05.7,57.2589175,1.351193746,Engine OFF,Normal
26:25.6,59.86000341,3.545299929,Throttle Release,Normal
47:10.5,57.62737235,3.843166811,Wide Open Throttle,Normal
03:37.9,16.43447105,5,Throttle Release,Sensor Fault
03:49.3,17.57762191,0.37021093,Throttle Release,Sensor Fault
01:36.7,49.82576348,5,Idle,Power Supply Issue
40:11.2,19.42669104,0.461206408,Throttle Release,Sensor Fault
45:19.6,19.73680224,0.806397788,Engine OFF,Normal
35:11.9,45.33054336,1.321378248,Idle,Normal
01:04.5,63.34175752,5,Acceleration,Power Supply Issue
39:42.2,38.04727909,2.850783489,Idle,Normal
51:23.6,44.10296362,3.051483698,Acceleration,Normal
14:52.2,36.83464114,2.118397186,Idle,Normal
22:09.8,99.11595372,3.593051096,Throttle Release,Normal
06:11.1,93.92469131,0.740844337,Wide Open Throttle,Power Supply Issue
17:19.8,109.8661619,3.379590085,Engine OFF,Normal
43:28.0,46.85631994,3.8146217,Wide Open Throttle,Normal
51:32.3,110.7683501,1.554683036,Engine OFF,Normal
24:43.9,44.76552216,1.485272019,Engine OFF,Normal
45:11.1,65.74164704,1.418854786,Acceleration,Normal
30:11.4,18.59779485,2.944825982,Idle,Normal
14:34.4,106.1950302,2.388144909,Wide Open Throttle,Normal
18:37.9,28.58845018,4.233239331,Engine OFF,Normal
57:38.2,37.57890742,4.207667761,Acceleration,Power Supply Issue
35:50.3,99.49900567,3.532188402,Engine OFF,Normal
26:52.2,90.61189896,2.983195947,Wide Open Throttle,Normal
20:38.8,105.3867173,5,Engine OFF,Normal
12:23.1,107.3824364,2.000376924,Engine OFF,Normal
30:38.7,72.7892814,3.621800251,Wide Open Throttle,Power Supply Issue
00:35.9,59.26420402,5,Idle,Power Supply Issue
03:30.3,81.73595412,0.593880359,Acceleration,Wiring Issue
29:55.5,24.71489083,1.675785152,Idle,Normal
01:06.9,61.49014386,0.263844604,Throttle Release,Sensor Fault
17:56.2,87.27888404,4.153691707,Wide Open Throttle,Normal
13:42.5,69.3767671,2.068495239,Idle,Normal
02:26.2,54.55390091,0,Idle,Wiring Issue
06:11.1,25.94461417,0.158246115,Throttle Release,Sensor Fault
58:52.2,72.82174576,0,Throttle Release,Wiring Issue
34:52.0,76.63324685,2.66776232,Acceleration,Normal
01:02.0,29.03188456,5,Acceleration,Power Supply Issue
55:51.7,76.22693149,0.162500677,Acceleration,Wiring Issue
16:03.5,57.82851947,0.795753652,Idle,Normal
05:29.3,99.85187612,4.909983664,Acceleration,Power Supply Issue
43:13.4,103.7562438,1.455157734,Engine OFF,Normal
01:51.0,19.41156053,0.322880973,Throttle Release,Sensor Fault
